2,5,11,33,50,54,32
23,30,46,49,53,58,25
12,16,23,38,54,55,42
15,17,19,27,28,32,42
5,26,27,43,54,59,55
17,19,29,37,40,50,23
4,14,21,23,30,39,2
14,16,27,39,47,48,35
1,4,6,25,30,54,14
6,18,31,43,53,54,42
6,17,24,30,35,40,26
2,11,14,17,34,38,5
16,21,25,36,49,59,1
13,17,20,31,36,43,42
25,45,46,49,51,58,4
13,26,37,41,42,46,52
11,18,38,41,49,53,51
1,6,11,24,25,39,42
9,38,40,41,48,54,16
5,8,16,25,31,46,10
4,7,23,39,56,59,42
18,39,43,47,48,55,9
38,45,47,49,51,56,42
19,26,28,29,48,57,6
12,16,22,34,42,54,44
2,3,6,15,20,55,22
5,17,23,29,34,40,53
5,8,31,35,53,57,11
20,21,30,36,44,58,19
5,7,11,20,26,38,44
7,15,28,32,39,56,29
3,4,29,34,43,53,15
7,17,37,47,48,52,3
8,20,30,49,50,57,44
3,29,32,45,50,57,23
12,19,23,33,54,55,24
17,20,23,36,51,59,57
11,14,23,28,34,47,1
4,29,31,32,48,54,40
4,19,27,29,36,50,9
14,21,40,49,53,58,20
15,32,36,42,44,49,4
5,32,41,54,56,57,40
20,26,31,39,42,55,44
8,15,19,27,38,59,17
22,26,32,44,46,56,4
10,22,25,31,38,44,23
1,4,7,18,44,45,15
2,5,25,46,52,56,33
8,22,25,28,36,56,26
6,9,11,12,25,46,35
3,9,28,42,43,52,45
2,21,22,34,48,59,23
18,23,25,27,48,57,36
7,15,17,20,22,37,29
2,37,41,46,47,50,35
3,19,36,44,46,55,32
4,19,24,29,47,56,1
30,32,47,54,55,57,3
23,31,34,35,43,46,30
6,9,34,44,49,58,10
25,29,33,37,42,51,59
8,17,22,39,44,54,14
11,21,24,40,49,55,42
8,13,15,18,19,46,44
4,8,26,28,31,44,11
9,10,13,22,30,39,57
24,27,35,36,51,58,52
3,15,24,43,51,58,42
1,4,11,46,47,59,5
2,40,42,52,54,57,4
5,17,42,44,53,57,10
3,10,38,44,47,57,45
9,18,27,47,51,53,20
4,12,13,15,27,43,40
3,17,33,35,43,59,32
8,28,31,32,42,52,12
15,17,28,38,50,54,47
6,7,14,32,42,43,44
6,25,31,34,39,41,35
3,5,10,41,54,58,57
1,22,29,40,42,58,2
2,4,9,23,30,34,55
2,10,17,26,35,53,27
1,20,35,36,52,59,51
24,27,36,42,50,52,16
2,4,19,23,49,51,8
17,42,45,50,51,52,56
2,11,12,20,36,49,27
3,4,31,37,39,58,40
14,15,23,32,45,47,3
6,12,16,20,35,41,32
3,20,24,25,54,58,4
31,33,41,50,51,54,8
3,16,19,24,36,57,8
19,20,41,42,44,54,23
8,18,37,46,49,57,56
21,27,28,52,56,57,39
10,37,38,43,49,50,17
7,17,28,34,43,50,57
22,28,31,45,49,56,44
1,3,15,30,49,52,8
20,28,38,40,44,59,9
3,26,34,36,42,57,14
20,30,39,46,47,58,59
13,19,24,34,40,46,9
3,10,11,26,39,54,48
11,18,23,25,35,53,9
5,17,22,26,29,56,23
14,19,32,46,48,55,47
5,31,38,40,43,44,26
8,27,32,35,51,59,4
9,23,26,38,46,51,49
14,34,47,50,51,56,21
8,36,40,41,46,54,15
1,11,21,45,53,58,27
18,27,35,40,45,53,34
6,19,23,28,42,55,40
6,20,30,32,37,57,4
2,3,11,24,38,54,47
3,9,31,44,47,57,52
1,16,17,20,40,43,39
4,36,39,52,53,54,15
22,26,29,31,35,49,50
7,14,22,42,49,58,15
9,13,16,27,50,56,42
2,7,30,52,53,58,28
3,30,34,44,45,51,7
11,19,26,29,47,50,9
7,10,13,25,29,57,45
5,8,16,23,27,31,42
8,12,20,53,56,59,58
21,30,32,38,46,53,23
6,16,26,36,41,57,22
8,16,23,34,43,49,56
20,34,41,47,54,57,58
2,19,31,39,47,54,52
5,13,15,38,52,53,2
1,6,8,12,37,48,50
6,11,36,41,46,53,17
23,29,46,48,52,57,15
18,23,27,37,43,50,57
13,23,29,30,43,47,25
3,18,23,37,50,58,33
12,25,31,40,41,53,57
1,33,38,54,55,56,46
4,8,25,29,54,57,27
4,22,40,41,43,44,47
3,12,16,20,24,36,57
12,13,16,24,25,39,30
11,13,35,41,47,56,30
8,9,11,13,25,53,28
7,11,15,26,45,49,21
8,30,51,54,57,58,33
7,17,22,51,57,59,37
14,19,29,34,40,52,31
1,2,11,30,39,48,21
2,16,17,18,42,50,59
4,26,28,30,37,46,59
10,12,15,30,45,57,11
13,17,27,38,52,57,18
7,16,24,26,55,56,1
31,32,34,48,54,55,44
2,8,24,42,44,58,56
1,3,39,46,50,53,33
10,37,38,40,50,52,57
15,19,33,46,52,53,41
13,14,21,43,50,51,42
15,31,41,44,47,58,13
3,19,22,41,44,55,53
3,38,39,40,43,48,26
14,17,21,22,26,58,45
19,27,36,45,53,55,30
4,6,10,12,43,46,30
4,9,14,16,37,53,26
7,14,22,32,40,51,36
7,13,23,24,32,43,44
8,13,15,40,42,56,22
10,17,20,21,35,37,38
8,20,50,52,54,56,17
6,14,20,31,57,59,43
2,21,38,50,52,53,44
4,25,26,35,36,54,9
4,17,36,43,51,55,41
7,26,36,37,42,53,24
11,25,29,36,39,44,52
10,22,23,25,41,55,35
12,23,27,31,58,59,52
11,18,21,32,33,46,30
3,6,27,38,54,55,21
9,15,17,24,31,44,8
25,30,35,40,43,59,36
8,19,27,43,49,51,35
9,16,38,44,51,58,48
3,11,16,22,41,49,59
10,16,20,25,50,59,21
17,28,29,37,43,48,47
3,4,11,42,44,45,53
5,12,22,34,39,44,50
2,4,9,17,46,52,24
6,9,28,41,46,50,11
10,15,20,25,38,51,43
3,37,40,46,47,48,14
1,2,4,15,24,57,26
12,15,29,47,55,57,11
22,37,38,44,55,59,16
6,24,38,49,52,53,47
8,25,27,40,47,48,55
20,34,36,47,52,59,35
17,32,41,43,45,59,54
10,15,19,38,54,55,45
19,26,41,52,54,58,7
1,4,9,25,32,58,6
8,25,35,40,46,59,58
31,41,45,46,49,50,39
12,15,16,23,40,48,1
20,28,37,40,52,53,32
14,22,37,42,50,59,5
2,6,8,11,51,59,53
17,20,21,30,39,50,18
3,10,18,24,27,50,35
1,13,32,34,41,59,53
21,27,29,33,39,44,47
3,26,30,43,51,59,39
16,21,22,43,53,59,52
12,17,25,32,48,55,14
5,23,33,35,36,53,43
18,27,30,34,35,39,14
4,41,42,48,51,55,58
10,18,21,38,40,57,15
11,21,23,34,36,38,5
2,11,12,47,49,50,36
24,25,27,42,46,57,28
21,27,49,55,58,59,52
3,6,18,36,41,57,33
4,8,10,13,15,22,3
8,11,12,20,41,51,16
1,11,12,13,23,50,36
18,20,23,40,52,57,36
2,4,16,18,47,49,32
21,23,31,40,42,52,18
1,10,11,15,16,44,46
13,33,35,41,47,49,22
9,10,21,26,34,49,3
4,7,25,31,43,45,40
2,3,6,31,39,48,23
2,12,15,53,55,59,17
9,25,35,42,48,57,12
4,11,21,34,38,44,26
6,33,34,37,55,56,27
16,20,30,31,35,45,26
20,27,29,50,53,59,26
1,13,22,31,36,53,52
2,3,15,26,39,56,41
8,11,20,34,37,57,40
9,16,32,42,53,57,11
5,14,33,36,50,54,7
5,14,16,38,49,56,53
27,31,32,33,51,53,20
19,32,34,37,41,53,25
5,10,15,25,30,35,53
2,3,16,26,43,52,57
7,16,26,39,47,50,37
6,32,34,42,46,50,3
3,11,18,40,49,51,55
3,7,28,36,47,53,24
9,10,22,24,32,58,38
5,36,39,54,57,59,16
9,22,28,35,43,46,3
1,8,9,32,48,58,16
9,13,30,34,44,46,33
2,13,24,45,52,53,22
3,9,40,45,52,54,17
6,30,40,47,53,55,11
7,13,32,34,39,56,38
6,7,22,30,40,43,31
1,39,40,46,51,55,3
9,19,21,51,53,58,10
1,11,40,45,53,58,52
7,9,16,36,39,56,15
6,28,33,46,49,59,1
3,21,27,37,40,47,1
10,15,25,36,46,52,51
20,24,34,36,37,56,11
11,18,21,23,43,52,51
1,8,19,20,30,35,9
8,10,24,29,48,49,39
15,23,29,37,40,52,8
4,8,12,23,49,52,30
10,13,22,25,42,43,24
1,2,3,13,27,40,50
16,26,31,32,54,58,39
5,17,30,40,43,57,7
13,32,34,36,41,50,55
24,25,38,41,49,59,6
13,29,31,33,54,59,53
13,23,25,30,49,59,9
3,9,38,44,51,59,10
8,18,25,38,49,51,10
7,33,40,43,47,52,6
7,8,9,11,16,57,55
4,19,20,21,23,45,39
4,7,18,28,40,58,51
12,18,36,41,49,53,33
1,2,25,27,49,55,12
3,9,14,24,41,44,12
7,10,27,34,37,52,50
1,6,36,41,55,57,51
28,31,40,43,50,59,49
13,25,28,30,46,55,11
7,9,11,12,28,38,5
11,13,20,41,56,59,31
8,24,36,52,53,57,22
3,6,20,22,44,54,17
25,36,38,44,55,57,26
4,20,29,32,45,53,48
14,27,35,37,49,50,16
7,19,20,26,32,43,49
6,8,12,13,17,26,29
15,19,21,22,42,52,41
6,12,15,17,26,34,59
2,11,14,16,43,59,23
14,19,20,31,50,52,54
1,16,26,28,36,40,30
4,19,22,30,34,38,54
8,14,25,27,42,47,36
1,36,39,50,51,58,32
7,14,20,23,24,54,53
2,4,5,22,23,45,51
7,26,41,42,43,49,10
5,16,43,48,52,54,24
8,9,40,44,52,55,18
29,30,43,49,55,56,34
3,6,26,31,33,51,45
4,5,10,14,16,33,30
11,12,21,36,50,59,15
5,27,37,43,45,55,52
16,24,41,47,53,57,4
17,20,22,31,42,47,36
2,3,19,44,47,57,36
3,18,19,25,53,57,30
2,13,24,32,38,54,39
5,18,22,49,57,59,17
3,10,14,22,40,52,37
2,10,42,45,50,51,39
4,12,13,22,31,50,9
19,21,29,35,47,57,51
14,23,36,38,45,57,17
5,15,19,51,53,54,56
1,5,7,19,21,55,42
6,12,14,41,46,59,32
23,24,29,35,37,46,32
18,25,31,36,46,56,3
12,16,27,28,34,39,45
24,31,39,42,49,52,11
2,5,27,30,38,48,6
12,17,18,38,47,59,1
6,29,35,39,48,53,1
8,36,38,49,50,59,9
15,16,33,34,40,50,12
9,14,18,21,41,58,48
14,22,28,30,31,38,21
6,19,20,21,25,43,42
2,17,19,42,44,47,58
4,25,38,40,43,48,45
16,27,32,34,36,57,52
23,27,35,36,38,45,30
15,37,43,55,56,59,57
7,10,20,30,36,57,47
11,14,28,31,47,57,10
4,9,22,26,39,50,51
9,16,41,45,49,53,13
2,4,24,31,36,50,51
2,8,23,35,41,54,51
12,16,21,39,43,51,58
3,19,32,37,42,45,17
6,33,39,40,42,44,32
6,7,13,35,42,43,57
8,16,17,30,41,48,46
3,8,23,35,37,40,57
2,5,15,34,38,57,32
4,5,17,32,50,58,14
5,9,18,26,35,56,27
21,26,36,39,51,54,49
11,21,26,28,43,49,34
20,23,26,29,50,56,39
1,4,29,30,40,59,52
17,28,31,39,52,53,46
8,9,21,39,40,48,33
15,20,33,45,57,58,4
10,15,39,45,50,59,36
11,13,19,31,36,54,4
5,12,22,23,25,57,35
2,13,19,20,36,46,53
6,15,34,35,47,58,45
21,23,28,38,42,47,44
5,6,17,33,37,46,55
22,31,34,40,45,52,43
1,6,20,48,53,59,57
7,13,15,26,33,57,45
19,33,45,49,52,57,20
6,29,33,44,51,56,43
1,23,31,33,44,53,38
1,6,21,28,29,42,18
8,9,13,21,24,54,27
20,22,31,32,43,45,57
17,33,41,50,53,55,14
7,12,41,51,53,54,30
8,9,24,39,40,47,14
7,20,25,28,32,37,31
12,18,28,40,45,57,9
18,32,50,51,53,58,48
25,27,34,48,55,58,56
28,37,38,40,50,56,48
2,4,6,31,32,34,42
6,11,26,34,39,52,15
5,13,24,30,45,53,56
3,7,13,24,33,47,49
2,9,16,18,49,54,10
1,2,14,25,33,36,28
14,33,41,43,44,47,36
1,18,29,30,51,53,5
1,7,16,25,47,49,18
8,9,17,48,54,55,19
3,9,10,16,27,58,26
11,12,15,27,46,50,4
9,13,27,28,34,46,57
12,14,40,41,44,57,35
4,21,32,39,44,47,7
15,21,29,37,41,44,51
1,17,19,22,24,29,13
3,8,39,46,48,57,9
25,30,33,41,42,54,9
7,8,10,12,15,37,14
10,16,41,50,51,55,59
1,8,10,31,52,57,3
4,11,26,31,37,49,33
25,26,33,45,47,48,18
2,11,12,16,32,49,3
3,20,26,44,55,57,35
2,6,16,17,25,59,13
17,24,25,26,42,54,27
10,15,17,37,41,53,14
3,14,16,45,53,57,12
19,28,30,34,51,52,54
16,25,32,45,46,58,7
1,3,34,44,47,49,14
1,9,21,37,45,53,20
4,9,25,40,52,57,54
1,7,13,30,34,46,21
8,24,33,35,44,53,10
17,25,32,35,40,53,49
6,24,30,50,51,57,53
1,4,11,24,42,56,9
5,11,17,24,25,39,58
5,8,15,18,24,45,31
9,14,26,27,51,55,28
7,11,23,24,27,49,47
7,24,36,52,54,55,12
8,22,32,41,53,57,23
3,8,21,23,40,57,10
3,18,23,33,34,57,17
3,12,22,38,48,50,59
4,8,19,34,47,54,1
16,17,21,30,43,44,39
10,19,24,38,39,55,15
2,25,32,53,55,57,20
1,14,25,32,47,50,11
7,11,20,21,34,47,52
5,14,26,27,39,42,15
22,26,31,36,39,50,28
11,16,35,36,54,56,2
2,8,17,18,40,47,23
8,13,34,44,53,58,10
15,20,24,25,42,43,6
14,20,30,38,40,59,31
9,27,30,34,50,53,45
8,21,32,34,37,44,18
18,20,22,28,40,56,21
14,32,40,41,54,57,34
3,24,35,42,44,50,58
7,13,16,40,41,47,49
7,14,26,27,39,41,53
14,15,23,37,40,57,54
12,13,17,26,35,43,37
1,19,21,49,50,58,41
2,8,13,43,45,53,51
17,31,45,48,49,55,1
15,23,32,41,46,51,29
18,30,31,34,49,54,19
8,10,16,19,38,54,46
10,11,25,43,51,55,18
5,22,27,41,53,56,46
3,14,28,32,44,50,12
13,15,16,20,21,34,40
1,13,14,27,31,51,56
12,24,26,44,47,52,48
15,33,47,53,55,58,42
15,28,31,33,44,58,32
1,13,14,29,32,38,25
1,8,27,42,44,49,17
6,7,32,41,42,52,57
7,9,12,42,43,59,1
7,11,19,21,23,37,32
16,19,22,47,48,56,58
31,36,38,41,44,48,13
25,28,29,35,51,55,10
16,20,25,36,46,54,5
8,16,27,35,37,41,14
11,12,19,32,34,59,25
7,9,11,24,41,57,37
8,15,28,37,40,47,1
11,26,31,36,53,58,37
2,7,13,26,32,47,45
28,35,39,46,52,57,2
12,17,38,48,55,57,58
16,17,43,47,48,51,20
10,13,16,19,33,57,55
5,12,16,45,48,54,53
17,22,23,28,41,53,7
12,20,26,31,57,59,25
1,10,18,31,34,42,46
23,26,29,31,40,58,44
12,16,24,40,44,48,54
1,23,31,35,44,50,51
10,11,16,24,42,54,28
3,34,37,38,46,59,25
4,38,39,45,46,47,3
4,11,35,52,56,57,30
1,2,22,23,30,32,8
1,29,36,42,55,56,12
3,18,25,33,39,46,47
14,25,28,36,49,59,54
2,8,12,27,30,37,56
4,18,36,42,43,47,11
9,19,21,22,28,32,26
2,5,8,29,33,50,56
9,12,35,36,47,55,56
11,47,52,56,57,59,3
5,7,12,20,37,53,46
10,14,20,33,46,55,52
5,6,21,35,38,51,58
8,14,15,31,50,56,48
12,25,29,30,37,53,5
1,18,34,44,50,51,13
9,11,20,23,39,53,50
2,7,18,29,31,49,19
1,2,10,28,35,36,24
1,8,19,28,46,48,32
3,29,32,45,46,50,36
2,6,35,39,46,47,13
4,24,38,40,47,48,25
11,19,30,45,55,56,31
7,9,19,25,36,50,30
18,23,29,35,42,59,21
16,29,30,43,44,50,45
6,11,13,15,25,27,39
8,14,15,40,45,49,48
7,18,27,31,39,45,54
11,26,36,42,46,56,20
33,35,37,47,48,58,21
22,40,42,43,45,55,48
12,21,28,37,44,58,26
19,29,35,42,49,59,30
19,36,38,42,43,45,20
2,35,40,55,56,59,3
1,19,33,42,47,49,2
3,5,7,9,39,54,56
8,12,25,32,52,58,50
7,19,26,28,35,44,25
5,12,16,18,20,41,51
7,18,29,35,37,42,4
2,8,21,34,35,40,59
14,25,45,48,52,56,18
5,13,19,25,40,54,57
9,30,39,44,47,50,31
10,21,28,32,43,53,14
5,12,20,27,36,55,35
1,8,35,39,45,49,7
3,7,14,38,50,51,16
22,32,34,43,55,56,48
3,5,9,14,34,58,45
7,29,34,49,53,57,25
23,24,30,35,45,54,14
7,26,29,31,38,47,8
22,27,36,43,48,56,30
19,22,27,45,50,52,17
17,29,30,43,52,59,36
9,22,43,47,51,53,32
9,15,22,33,34,38,10
17,22,25,42,49,59,47
8,14,17,26,36,54,37
26,28,37,38,57,58,1
3,5,20,31,57,59,28
19,23,36,37,38,42,10
10,14,25,34,41,45,1
3,16,17,36,51,58,26
26,29,43,51,52,54,45
4,5,10,16,48,53,15
8,12,22,32,35,56,15
2,15,17,21,24,42,41
10,17,26,28,31,53,47
16,20,47,53,54,55,45
16,17,28,31,45,53,38
4,11,28,34,42,43,35
6,8,27,39,45,48,14
16,23,26,30,32,53,37
7,29,33,35,42,46,49
9,39,45,49,57,59,26
19,30,37,53,54,57,3
11,21,26,39,43,54,48
4,5,6,15,50,57,47
8,16,33,36,43,52,15
11,28,30,45,49,58,16
12,15,20,32,36,44,47
18,33,35,37,39,57,27
2,18,32,35,51,52,48
10,13,17,38,48,55,51
4,28,29,37,43,56,52
1,19,22,27,39,46,28
9,15,21,23,31,46,5
3,18,24,32,36,46,6
19,21,27,39,48,49,53
10,20,35,40,47,52,37
6,18,27,40,51,55,52
13,31,40,52,57,58,35
8,12,29,32,40,47,35
23,24,43,44,55,57,51
2,11,32,42,47,48,28
13,31,38,42,43,46,1
27,45,46,52,53,55,18
18,22,31,49,50,58,43
28,35,36,43,44,53,37
3,4,14,40,42,54,39
3,4,5,30,40,43,1
2,17,30,38,43,53,27
3,5,6,14,22,38,43
6,23,27,37,40,57,15
11,19,25,29,30,55,27
12,29,30,42,52,54,19
7,19,27,29,30,35,50
12,16,29,42,49,52,7
1,13,17,42,47,53,26
11,16,20,23,25,36,18
9,12,13,14,27,46,38
7,23,42,47,48,54,30
8,24,44,53,54,59,31
3,8,32,40,42,51,39
8,13,25,34,46,54,48
15,21,32,33,51,52,27
2,7,8,42,44,48,43
1,7,15,19,49,50,25
4,5,12,23,43,56,13
8,11,15,24,52,53,39
7,31,33,38,45,46,43
4,9,10,23,28,49,21
8,20,28,52,58,59,27
2,4,9,13,26,45,14
1,14,19,22,52,58,16
2,8,14,33,34,57,47
4,18,23,29,30,36,19
6,10,16,18,19,53,46
11,22,36,40,51,52,6
15,18,24,26,50,52,40
8,13,18,19,29,59,24
39,40,43,53,54,57,51
13,22,26,28,35,52,46
11,19,33,40,43,55,23
11,25,26,35,42,45,31
4,6,27,28,31,38,21
4,7,19,34,41,56,39
28,29,37,45,50,59,25
6,13,33,40,43,55,7
9,23,34,37,53,56,47
5,9,15,16,34,48,27
22,28,35,39,52,55,11
6,12,27,34,53,58,52
3,8,12,15,31,51,1
5,18,26,41,49,56,20
3,7,18,36,44,53,30
5,16,29,42,46,51,7
9,21,28,30,35,51,27
8,13,28,30,33,36,6
15,17,18,33,40,45,26
1,9,20,21,27,52,55
9,12,26,49,52,55,47
9,22,24,42,45,57,19
8,16,19,25,45,48,21
7,15,18,30,42,57,35
2,3,21,25,45,53,44
8,16,37,39,45,48,36
3,17,37,44,46,57,14
21,23,26,42,51,58,28
4,18,21,30,44,59,43
7,25,37,44,52,58,11
8,13,20,35,41,52,42
4,42,47,55,56,57,37
12,28,34,45,46,56,8
8,13,15,16,39,53,33
11,16,23,43,47,51,50
1,11,13,14,27,40,52
2,43,48,50,53,54,58
1,8,31,40,49,58,59
12,13,24,35,39,41,11
7,9,23,30,38,51,52
2,15,27,28,31,35,58
1,13,23,24,45,50,17
12,27,39,41,45,51,50
6,10,18,29,45,53,23
3,15,27,33,39,46,17
17,29,42,45,47,52,46
17,21,32,50,55,59,22
1,10,13,17,21,58,23
15,24,27,55,56,58,51
5,11,17,26,50,55,45
8,15,21,28,53,56,45
16,18,21,24,34,41,39
4,21,27,32,33,36,22
23,34,36,40,52,53,25
4,5,18,27,38,48,31
1,4,26,40,44,55,25
12,28,31,41,42,59,17
14,16,18,23,27,54,57
4,6,11,18,20,33,13
11,38,44,48,53,54,20
1,15,19,32,46,50,34
1,11,13,47,51,54,27
16,23,29,36,38,57,41
7,16,36,50,52,57,15
2,10,19,22,23,46,9
1,16,19,31,34,53,23
2,12,16,17,40,57,26
4,11,13,19,36,51,29
17,18,32,33,36,50,16
8,16,21,36,41,44,23
5,15,18,40,42,47,24
8,23,33,34,52,58,15
8,15,20,41,43,48,26
13,18,23,24,30,54,1
1,5,40,44,56,57,39
15,17,27,37,40,49,51
5,6,11,47,50,51,26
13,15,16,26,38,44,49
15,19,22,23,30,54,51
1,14,24,31,42,51,52
4,21,30,36,40,46,47
9,23,27,37,41,45,43
6,24,28,34,41,55,16
15,18,19,24,41,59,10
12,19,25,38,50,55,23
